Table 1
Category,OED Code,AIR code,Name,Description,Code Range,Broad Category,,,,
Construction,5607,2242,"Tanks, On Ground Steel solid Tanks",Storage tanks made of steel for holding solid material and located on the ground surface.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5607, 'Tanks, On Ground Steel solid Tanks', 'Storage tanks made of steel for holding solid material and located on the ground surface.', '5600 - 5649', 'Tanks', '2242')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5607, 'Tanks, On Ground Steel solid Tanks', 'Storage tanks made of steel for holding solid material and located on the ground surface.', '5600 - 5649', 'Tanks')",,
Construction,5608,2243,"Tanks, On Ground Concrete solid Tanks",Storage tanks made of concrete for holding solid material and located on the ground surface.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5608, 'Tanks, On Ground Concrete solid Tanks', 'Storage tanks made of concrete for holding solid material and located on the ground surface.', '5600 - 5649', 'Tanks', '2243')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5608, 'Tanks, On Ground Concrete solid Tanks', 'Storage tanks made of concrete for holding solid material and located on the ground surface.', '5600 - 5649', 'Tanks')",,
Construction,5609,225; 2251,"Tanks, Elevated Liquid Tanks",Storage tanks located above the ground surface for holding liquids with an unknown material of construction.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5609, 'Tanks, Elevated Liquid Tanks', 'Storage tanks located above the ground surface for holding liquids with an unknown material of construction.', '5600 - 5649', 'Tanks', '225; 2251')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5609, 'Tanks, Elevated Liquid Tanks', 'Storage tanks located above the ground surface for holding liquids with an unknown material of construction.', '5600 - 5649', 'Tanks')",,
Construction,5610,2252,"Tanks, Elevated Steel liquid Tanks",Storage tanks made of steel for holding liquids and located above the ground surface.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5610, 'Tanks, Elevated Steel liquid Tanks', 'Storage tanks made of steel for holding liquids and located above the ground surface.', '5600 - 5649', 'Tanks', '2252')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5610, 'Tanks, Elevated Steel liquid Tanks', 'Storage tanks made of steel for holding liquids and located above the ground surface.', '5600 - 5649', 'Tanks')",,
Construction,5611,2253,"Tanks, Elevated Concrete liquid Tanks",Storage tanks made of concrete for holding liquids and located above the ground surface.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5611, 'Tanks, Elevated Concrete liquid Tanks', 'Storage tanks made of concrete for holding liquids and located above the ground surface.', '5600 - 5649', 'Tanks', '2253')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5611, 'Tanks, Elevated Concrete liquid Tanks', 'Storage tanks made of concrete for holding liquids and located above the ground surface.', '5600 - 5649', 'Tanks')",,
Construction,5612,226; 2261,"Tanks, Elevated Solid Tanks",Storage tanks located above the ground surface for holding solid material with an unknown material of construction.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5612, 'Tanks, Elevated Solid Tanks', 'Storage tanks located above the ground surface for holding solid material with an unknown material of construction.', '5600 - 5649', 'Tanks', '226; 2261')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5612, 'Tanks, Elevated Solid Tanks', 'Storage tanks located above the ground surface for holding solid material with an unknown material of construction.', '5600 - 5649', 'Tanks')",,
Construction,5613,2262,"Tanks, Elevated Steel solid Tanks",Storage tanks made of steel for holding solid material and located above the ground surface.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5613, 'Tanks, Elevated Steel solid Tanks', 'Storage tanks made of steel for holding solid material and located above the ground surface.', '5600 - 5649', 'Tanks', '2262')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5613, 'Tanks, Elevated Steel solid Tanks', 'Storage tanks made of steel for holding solid material and located above the ground surface.', '5600 - 5649', 'Tanks')",,
Construction,5614,2263,"Tanks, Elevated Concrete solid Tanks",Storage tanks made of concrete for holding solid material and located above the ground surface.,5600 - 5649,Tanks,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5614, 'Tanks, Elevated Concrete solid Tanks', 'Storage tanks made of concrete for holding solid material and located above the ground surface.', '5600 - 5649', 'Tanks', '2263')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5614, 'Tanks, Elevated Concrete solid Tanks', 'Storage tanks made of concrete for holding solid material and located above the ground surface.', '5600 - 5649', 'Tanks')",,
Construction,5650,2270,"Pipelines, Unknown Pipeline","Pipelines with an unknown location and material, or other unknown pipelines that cannot be mapped to any of the other pipeline construction class codes.",5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5650, 'Pipelines, Unknown Pipeline', 'Pipelines with an unknown location and material, or other unknown pipelines that cannot be mapped to any of the other pipeline construction class codes.', '5650 - 5699', 'Pipelines', '2270')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5650, 'Pipelines, Unknown Pipeline', 'Pipelines with an unknown location and material, or other unknown pipelines that cannot be mapped to any of the other pipeline construction class codes.', '5650 - 5699', 'Pipelines')",,
Construction,5651,227; 2271,"Pipelines, General Underground Pipelines",Pipelines located under the surface of the ground with an unknown material of construction.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5651, 'Pipelines, General Underground Pipelines', 'Pipelines located under the surface of the ground with an unknown material of construction.', '5650 - 5699', 'Pipelines', '227; 2271')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5651, 'Pipelines, General Underground Pipelines', 'Pipelines located under the surface of the ground with an unknown material of construction.', '5650 - 5699', 'Pipelines')",,
Construction,5652,2272,"Pipelines, Underground Cast Iron Pipelines",Pipelines located under the surface of the ground and made of cast iron material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5652, 'Pipelines, Underground Cast Iron Pipelines', 'Pipelines located under the surface of the ground and made of cast iron material.', '5650 - 5699', 'Pipelines', '2272')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5652, 'Pipelines, Underground Cast Iron Pipelines', 'Pipelines located under the surface of the ground and made of cast iron material.', '5650 - 5699', 'Pipelines')",,
Construction,5653,2273,"Pipelines, Underground Asbestos Cement Pipelines",Pipelines located under the surface of the ground and made of asbestos-cement material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5653, 'Pipelines, Underground Asbestos Cement Pipelines', 'Pipelines located under the surface of the ground and made of asbestos-cement material.', '5650 - 5699', 'Pipelines', '2273')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5653, 'Pipelines, Underground Asbestos Cement Pipelines', 'Pipelines located under the surface of the ground and made of asbestos-cement material.', '5650 - 5699', 'Pipelines')",,
Construction,5654,2274,"Pipelines, Underground Concrete Pipelines",Pipelines located under the surface of the ground and made of concrete material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5654, 'Pipelines, Underground Concrete Pipelines', 'Pipelines located under the surface of the ground and made of concrete material.', '5650 - 5699', 'Pipelines', '2274')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5654, 'Pipelines, Underground Concrete Pipelines', 'Pipelines located under the surface of the ground and made of concrete material.', '5650 - 5699', 'Pipelines')",,
Construction,5655,2275,"Pipelines, Underground PVC Pipelines",Pipelines located under the surface of the ground and made of PVC material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5655, 'Pipelines, Underground PVC Pipelines', 'Pipelines located under the surface of the ground and made of PVC material.', '5650 - 5699', 'Pipelines', '2275')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5655, 'Pipelines, Underground PVC Pipelines', 'Pipelines located under the surface of the ground and made of PVC material.', '5650 - 5699', 'Pipelines')",,
Construction,5656,2276,"Pipelines, Underground Ductile Iron Pipelines",Pipelines located under the surface of the ground and made of ductile iron material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5656, 'Pipelines, Underground Ductile Iron Pipelines', 'Pipelines located under the surface of the ground and made of ductile iron material.', '5650 - 5699', 'Pipelines', '2276')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5656, 'Pipelines, Underground Ductile Iron Pipelines', 'Pipelines located under the surface of the ground and made of ductile iron material.', '5650 - 5699', 'Pipelines')",,
Construction,5657,228; 2281,"Pipelines, General At Grade Pipelines",Pipelines located at the surface of the ground with an unknown material of construction.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5657, 'Pipelines, General At Grade Pipelines', 'Pipelines located at the surface of the ground with an unknown material of construction.', '5650 - 5699', 'Pipelines', '228; 2281')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5657, 'Pipelines, General At Grade Pipelines', 'Pipelines located at the surface of the ground with an unknown material of construction.', '5650 - 5699', 'Pipelines')",,
Construction,5658,2282,"Pipelines, At Grade Cast Iron Pipelines",Pipelines located at the surface of the ground and made of cast iron material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5658, 'Pipelines, At Grade Cast Iron Pipelines', 'Pipelines located at the surface of the ground and made of cast iron material.', '5650 - 5699', 'Pipelines', '2282')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5658, 'Pipelines, At Grade Cast Iron Pipelines', 'Pipelines located at the surface of the ground and made of cast iron material.', '5650 - 5699', 'Pipelines')",,
Construction,5659,2283,"Pipelines, At Grade Asbestos Cement Pipelines",Pipelines located at the surface of the ground and made of asbestos-cement material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5659, 'Pipelines, At Grade Asbestos Cement Pipelines', 'Pipelines located at the surface of the ground and made of asbestos-cement material.', '5650 - 5699', 'Pipelines', '2283')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5659, 'Pipelines, At Grade Asbestos Cement Pipelines', 'Pipelines located at the surface of the ground and made of asbestos-cement material.', '5650 - 5699', 'Pipelines')",,
Construction,5660,2284,"Pipelines, At Grade Concrete Pipelines",Pipelines located at the surface of the ground and made of concrete material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5660, 'Pipelines, At Grade Concrete Pipelines', 'Pipelines located at the surface of the ground and made of concrete material.', '5650 - 5699', 'Pipelines', '2284')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5660, 'Pipelines, At Grade Concrete Pipelines', 'Pipelines located at the surface of the ground and made of concrete material.', '5650 - 5699', 'Pipelines')",,
Construction,5661,2285,"Pipelines, At Grade PVC Pipelines",Pipelines located at the surface of the ground and made of PVC material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5661, 'Pipelines, At Grade PVC Pipelines', 'Pipelines located at the surface of the ground and made of PVC material.', '5650 - 5699', 'Pipelines', '2285')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5661, 'Pipelines, At Grade PVC Pipelines', 'Pipelines located at the surface of the ground and made of PVC material.', '5650 - 5699', 'Pipelines')",,
Construction,5662,2286,"Pipelines, At Grade Ductile Iron Pipelines",Pipelines located at the surface of the ground and made of ductile iron material.,5650 - 5699,Pipelines,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5662, 'Pipelines, At Grade Ductile Iron Pipelines', 'Pipelines located at the surface of the ground and made of ductile iron material.', '5650 - 5699', 'Pipelines', '2286')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5662, 'Pipelines, At Grade Ductile Iron Pipelines', 'Pipelines located at the surface of the ground and made of ductile iron material.', '5650 - 5699', 'Pipelines')",,
Construction,5701,231,"Chimneys, Masonry chimneys",Masonry chimneys over 30 feet high.,5700 - 5749,Chimneys,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5701, 'Chimneys, Masonry chimneys', 'Masonry chimneys over 30 feet high.', '5700 - 5749', 'Chimneys', '231')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5701, 'Chimneys, Masonry chimneys', 'Masonry chimneys over 30 feet high.', '5700 - 5749', 'Chimneys')",,
Construction,5702,232,"Chimneys, Concrete chimneys",Reinforced concrete chimneys over 30 feet high.,5700 - 5749,Chimneys,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5702, 'Chimneys, Concrete chimneys', 'Reinforced concrete chimneys over 30 feet high.', '5700 - 5749', 'Chimneys', '232')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5702, 'Chimneys, Concrete chimneys', 'Reinforced concrete chimneys over 30 feet high.', '5700 - 5749', 'Chimneys')",,
Construction,5703,233,"Chimneys, Steel chimneys",Steel chimneys over 30 feet high.,5700 - 5749,Chimneys,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5703, 'Chimneys, Steel chimneys', 'Steel chimneys over 30 feet high.', '5700 - 5749', 'Chimneys', '233')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5703, 'Chimneys, Steel chimneys', 'Steel chimneys over 30 feet high.', '5700 - 5749', 'Chimneys')",,
Construction,5751,234,"Towers, Electrical transmission conventional",Steel towers under 100 feet high designed to hold up electrical transmission lines.,5750 - 5799,Towers,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5751, 'Towers, Electrical transmission conventional', 'Steel towers under 100 feet high designed to hold up electrical transmission lines.', '5750 - 5799', 'Towers', '234')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5751, 'Towers, Electrical transmission conventional', 'Steel towers under 100 feet high designed to hold up electrical transmission lines.', '5750 - 5799', 'Towers')",,
Construction,5752,235,"Towers, Electrical transmission major",Steel towers over 100 feet high designed to hold up electrical transmission lines.,5750 - 5799,Towers,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5752, 'Towers, Electrical transmission major', 'Steel towers over 100 feet high designed to hold up electrical transmission lines.', '5750 - 5799', 'Towers', '235')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5752, 'Towers, Electrical transmission major', 'Steel towers over 100 feet high designed to hold up electrical transmission lines.', '5750 - 5799', 'Towers')",,
Construction,5753,236,"Towers, Broadcast towers","Steel towers designed to carry radio, TV, or cell phone transmission equipment.",5750 - 5799,Towers,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5753, 'Towers, Broadcast towers', 'Steel towers designed to carry radio, TV, or cell phone transmission equipment.', '5750 - 5799', 'Towers', '236')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5753, 'Towers, Broadcast towers', 'Steel towers designed to carry radio, TV, or cell phone transmission equipment.', '5750 - 5799', 'Towers')",,
Construction,5754,237,"Towers, Observation towers","Elevated towers designed for people to look out of, such as airport control or fire observation towers.",5750 - 5799,Towers,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5754, 'Towers, Observation towers', 'Elevated towers designed for people to look out of, such as airport control or fire observation towers.', '5750 - 5799', 'Towers', '237')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5754, 'Towers, Observation towers', 'Elevated towers designed for people to look out of, such as airport control or fire observation towers.', '5750 - 5799', 'Towers')",,
Construction,5755,238,"Towers, Offshore towers",Offshore towers are towers with a platform that are anchored to the ground under the ocean.,5750 - 5799,Towers,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5755, 'Towers, Offshore towers', 'Offshore towers are towers with a platform that are anchored to the ground under the ocean.', '5750 - 5799', 'Towers', '238')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5755, 'Towers, Offshore towers', 'Offshore towers are towers with a platform that are anchored to the ground under the ocean.', '5750 - 5799', 'Towers')",,
Construction,5801,241,"Equipment, Residential equipment",Residential furnishings including furniture and appliances.,5800 - 5849,Equipment,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5801, 'Equipment, Residential equipment', 'Residential furnishings including furniture and appliances.', '5800 - 5849', 'Equipment', '241')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5801, 'Equipment, Residential equipment', 'Residential furnishings including furniture and appliances.', '5800 - 5849', 'Equipment')",,
Construction,5802,242,"Equipment, Office equipment","Office furniture, file cabinets, PCs, etc.",5800 - 5849,Equipment,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5802, 'Equipment, Office equipment', 'Office furniture, file cabinets, PCs, etc.', '5800 - 5849', 'Equipment', '242')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5802, 'Equipment, Office equipment', 'Office furniture, file cabinets, PCs, etc.', '5800 - 5849', 'Equipment')",,
Construction,5803,243,"Equipment, Electrical equipment",Non-high tech electrical equipment other than electrical equipment included as part of the function of the building.,5800 - 5849,Equipment,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5803, 'Equipment, Electrical equipment', 'Non-high tech electrical equipment other than electrical equipment included as part of the function of the building.', '5800 - 5849', 'Equipment', '243')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5803, 'Equipment, Electrical equipment', 'Non-high tech electrical equipment other than electrical equipment included as part of the function of the building.', '5800 - 5849', 'Equipment')",,
Construction,5804,244,"Equipment, Mechanical equipment",All equipment not otherwise classified in a building.,5800 - 5849,Equipment,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5804, 'Equipment, Mechanical equipment', 'All equipment not otherwise classified in a building.', '5800 - 5849', 'Equipment', '244')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5804, 'Equipment, Mechanical equipment', 'All equipment not otherwise classified in a building.', '5800 - 5849', 'Equipment')",,
Construction,5805,245,"Equipment, High-technology equipment",Sensitive equipment easily damaged by shaking.,5800 - 5849,Equipment,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5805, 'Equipment, High-technology equipment', 'Sensitive equipment easily damaged by shaking.', '5800 - 5849', 'Equipment', '245')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5805, 'Equipment, High-technology equipment', 'Sensitive equipment easily damaged by shaking.', '5800 - 5849', 'Equipment')",,
Construction,5806,246,"Equipment, Trains, trucks, airplanes etc.","Any type of train, truck, or airplane.",5800 - 5849,Equipment,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5806, 'Equipment, Trains, trucks, airplanes etc.', 'Any type of train, truck, or airplane.', '5800 - 5849', 'Equipment', '246')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5806, 'Equipment, Trains, trucks, airplanes etc.', 'Any type of train, truck, or airplane.', '5800 - 5849', 'Equipment')",,
Construction,5807,247,"Equipment, Thermal Power Plant","Thermal power plants are energy centers that convert heat energy into electrical energy. In Japan, heat is usually generated by fuel, coal, or nuclear. Plants typically include components, such as boilers (or reactors), gas turbines, pumps, generators, cooling towers, power transmission lines, substations, transformers, bushings, circuit breakers/switches, waste management facilities, and building structures supporting operation of the plant or for administrative purposes.",5800 - 5849,Equipment,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5807, 'Equipment, Thermal Power Plant', 'Thermal power plants are energy centers that convert heat energy into electrical energy. In Japan, heat is usually generated by fuel, coal, or nuclear. Plants typically include components, such as boilers (or reactors), gas turbines, pumps, generators, cooling towers, power transmission lines, substations, transformers, bushings, circuit breakers/switches, waste management facilities, and building structures supporting operation of the plant or for administrative purposes.', '5800 - 5849', 'Equipment', '247')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5807, 'Equipment, Thermal Power Plant', 'Thermal power plants are energy centers that convert heat energy into electrical energy. In Japan, heat is usually generated by fuel, coal, or nuclear. Plants typically include components, such as boilers (or reactors), gas turbines, pumps, generators, cooling towers, power transmission lines, substations, transformers, bushings, circuit breakers/switches, waste management facilities, and building structures supporting operation of the plant or for administrative purposes.', '5800 - 5849', 'Equipment')",,
Construction,5850,261,"Automobiles, Unknown, HAZUS",Typically a four-wheeled automotive vehicle designed for passenger transportation. Use this code for unknown automobiles in general or for HAZUS unknown classification.,5850 - 5899,Automobiles,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5850, 'Automobiles, Unknown, HAZUS', 'Typically a four-wheeled automotive vehicle designed for passenger transportation. Use this code for unknown automobiles in general or for HAZUS unknown classification.', '5850 - 5899', 'Automobiles', '261')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5850, 'Automobiles, Unknown, HAZUS', 'Typically a four-wheeled automotive vehicle designed for passenger transportation. Use this code for unknown automobiles in general or for HAZUS unknown classification.', '5850 - 5899', 'Automobiles')",,
Construction,5851,N/A,"Automobiles, Personal",Typically a four-wheeled personal automotive vehicle designed for passenger transportation.,5850 - 5899,Automobiles,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5851, 'Automobiles, Personal', 'Typically a four-wheeled personal automotive vehicle designed for passenger transportation.', '5850 - 5899', 'Automobiles', 'N/A')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5851, 'Automobiles, Personal', 'Typically a four-wheeled personal automotive vehicle designed for passenger transportation.', '5850 - 5899', 'Automobiles')",,
Construction,5852,N/A,"Automobiles, Dealers",Typically a four-wheeled dealers (part of the fleet) automotive vehicle designed for passenger transportation.,5850 - 5899,Automobiles,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5852, 'Automobiles, Dealers', 'Typically a four-wheeled dealers (part of the fleet) automotive vehicle designed for passenger transportation.', '5850 - 5899', 'Automobiles', 'N/A')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5852, 'Automobiles, Dealers', 'Typically a four-wheeled dealers (part of the fleet) automotive vehicle designed for passenger transportation.', '5850 - 5899', 'Automobiles')",,
Construction,5853,262,"Automobiles, 4 Wheeler",Typically a four-wheeled automotive vehicle designed for passenger transportation.,5850 - 5899,Automobiles,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5853, 'Automobiles, 4 Wheeler', 'Typically a four-wheeled automotive vehicle designed for passenger transportation.', '5850 - 5899', 'Automobiles', '262')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5853, 'Automobiles, 4 Wheeler', 'Typically a four-wheeled automotive vehicle designed for passenger transportation.', '5850 - 5899', 'Automobiles')",,
Construction,5854,263,"Automobiles, 2 Wheeler",Typically a two-wheeled automotive vehicle designed for passenger transportation; may include a side car with a third wheel.,5850 - 5899,Automobiles,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5854, 'Automobiles, 2 Wheeler', 'Typically a two-wheeled automotive vehicle designed for passenger transportation; may include a side car with a third wheel.', '5850 - 5899', 'Automobiles', '263')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5854, 'Automobiles, 2 Wheeler', 'Typically a two-wheeled automotive vehicle designed for passenger transportation; may include a side car with a third wheel.', '5850 - 5899', 'Automobiles')",,
Construction,5855,N/A,"Automobiles, G",Off-road personal vehicle,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5855, 'Automobiles, G', 'Off-road personal vehicle', '5850 - 5899', 'Automobiles')",,
Construction,5856,N/A,"Motorcycles, Small",A two-wheeled or three-wheeled vehicle with a maximum design speed of not more than 50 km/h,5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5856, 'Motorcycles, Small', 'A two-wheeled or three-wheeled vehicle with a maximum design speed of not more than 50 km/h', '5850 - 5899', 'Automobiles')",,
Construction,5857,N/A,"Motorcycles, Large","Mopeds, Motorcycles, Motor Tricycles and Quadricycles with a maximum design speed of more than 50 km/h",5850 - 5899,Automobiles,,"INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5857, 'Motorcycles, Large', 'Mopeds, Motorcycles, Motor Tricycles and Quadricycles with a maximum design speed of more than 50 km/h', '5850 - 5899', 'Automobiles')",,
